EPA_PM2.5,time_hourly,PM2.5,Temperature,Humidity,HR,device_id
19.000,2019-09-08 14:00:00,21.500,32.944,56.600,14,08BEAC0286CE
17.000,2019-09-08 15:00:00,21.800,29.210,63.200,15,08BEAC028A4E
17.000,2019-09-08 15:00:00,19.800,30.269,58.300,15,08BEAC0286CE
14.000,2019-09-08 16:00:00,17.600,27.685,66.300,16,08BEAC028A4E
14.000,2019-09-08 16:00:00,16.800,29.630,59.400,16,08BEAC0286CE
11.000,2019-09-08 17:00:00,17.100,26.986,68.900,17,08BEAC028A4E
11.000,2019-09-08 17:00:00,16.222,28.771,61.667,17,08BEAC0286CE
10.000,2019-09-08 18:00:00,20.800,26.197,71.700,18,08BEAC028A4E
10.000,2019-09-08 18:00:00,19.900,26.910,66.400,18,08BEAC0286CE
11.000,2019-09-08 19:00:00,21.600,25.635,75.100,19,08BEAC028A4E
11.000,2019-09-08 19:00:00,20.900,26.273,69.800,19,08BEAC0286CE
11.000,2019-09-08 20:00:00,17.125,25.170,76.000,20,08BEAC028A4E
11.000,2019-09-08 20:00:00,16.700,25.835,71.300,20,08BEAC0286CE
9.000,2019-09-08 21:00:00,18.375,25.420,74.250,21,08BEAC028A4E
9.000,2019-09-08 21:00:00,17.800,26.047,70.200,21,08BEAC0286CE
11.000,2019-09-08 22:00:00,19.400,25.248,74.600,22,08BEAC028A4E
11.000,2019-09-08 22:00:00,18.300,25.784,70.600,22,08BEAC0286CE
11.000,2019-09-08 23:00:00,17.700,24.810,74.900,23,08BEAC028A4E
11.000,2019-09-08 23:00:00,16.778,25.470,71.000,23,08BEAC0286CE
9.000,2019-09-09 00:00:00,18.700,24.435,75.000,0,08BEAC028A4E
9.000,2019-09-09 00:00:00,17.800,24.936,71.600,0,08BEAC0286CE
7.000,2019-09-09 01:00:00,20.556,24.984,72.000,1,08BEAC028A4E
7.000,2019-09-09 01:00:00,19.600,25.411,70.000,1,08BEAC0286CE
